Entity,Code,Year,Wind (terawatt-hours),Hydro (terawatt-hours),Nuclear (terawatt-hours),Solar (terawatt-hours),Other renewables (terawatt-hours),Coal (terawatt-hours),Oil (terawatt-hours),Natural gas (terawatt-hours)
Mexico,MEX,2000,0.019,33.07488,8.2245034,0.007,6.358645108,62.97277778,1980.843136,333.7866919
Mexico,MEX,2001,0.018,28.43533,8.728315,0.008,6.247497045,48.40480278,2045.33562,331.4070428
Mexico,MEX,2002,0.021,24.86159,9.74662112,0.008,6.071060368,39.43667889,2068.056614,337.2773056
Mexico,MEX,2003,0.019,19.852205,10.50150777,0.008,6.949712539,51.32849083,2188.767525,348.4040808
Mexico,MEX,2004,0.02,25.17639361,9.193935356,0.009,7.261834336,68.34697639,2210.196422,370.2704492
Mexico,MEX,2005,0.019,27.70944556,10.80490604,0.009,8.13751914,70.6139175,2168.894718,443.1189114
Mexico,MEX,2006,0.045,30.44647472,10.86624109,0.01,7.48738685,78.719615,2123.000312,484.5220025
Mexico,MEX,2007,0.248,27.33967417,10.42072502,0.009,8.249912841,84.94325917,2003.049796,468.5857431
Mexico,MEX,2008,0.255,39.22390917,9.80397628,0.019,7.896158096,80.50447111,1824.703523,472.3057839
Mexico,MEX,2009,0.596352778,26.72200556,10.5010789,0.027,7.547069263,70.74122833,1705.704214,525.8305111
Mexico,MEX,2010,1.239111111,37.15799056,5.879240639,0.031,7.446049653,85.13547972,1693.334038,511.7781781
Mexico,MEX,2011,1.648321389,36.27041917,10.08919503,0.041,7.366924462,108.9673047,1680.750518,520.9899083
Mexico,MEX,2012,3.688310278,31.91068806,8.769598816,0.069,6.760935214,86.33482861,1673.060141,508.50187
Mexico,MEX,2013,4.184543889,28.02132194,11.79986961,0.106,7.322260778,83.29921556,1649.66486,524.8803919
Mexico,MEX,2014,6.426196667,38.89276889,9.677208057,0.221,7.136634289,84.36939722,1594.445989,512.9980325
Mexico,MEX,2015,8.745094722,30.89154056,11.57713787,0.246,7.441052465,79.91293472,1483.000336,479.4694753
Mexico,MEX,2016,10.37809472,30.69735306,10.56717425,0.252276111,7.32844,70.60142861,1411.306998,436.5142403
Mexico,MEX,2017,10.61978167,31.84765583,10.88286175,1.186506111,7.32445023,85.62222639,1273.155767,382.6844372
Mexico,MEX,2018,12.62920683,32.39511459,13.58857962,2.2428,6.480283932,89.66603997,1189.640519,373.645334
Middle Africa,,1965,0,2.9220482,0,0,0,,,
Middle Africa,,1966,0,3.093857,0,0,0,,,
Middle Africa,,1967,0,3.5020538,0,0,0,,,
Middle Africa,,1968,0,3.9815102,0,0,0,,,
Middle Africa,,1969,0,4.319319,0,0,0,,,
Middle Africa,,1970,0,4.784483,0,0,0,,,
Middle Africa,,1971,0,5.19,0,0,0,,,
Middle Africa,,1972,0,5.31,0,0,0,,,
Middle Africa,,1973,0,5.756,0,0,0,,,
Middle Africa,,1974,0,5.651,0,0,0,,,
Middle Africa,,1975,0,6.207,0,0,0,,,
Middle Africa,,1976,0,5.975,0,0,0,,,
Middle Africa,,1977,0,6.132,0,0,0,,,
Middle Africa,,1978,0,6.161,0,0,0,,,
Middle Africa,,1979,0,6.299,0,0,0,,,
Middle Africa,,1980,0,6.639,0,0,0,,,
Middle Africa,,1981,0,7.012,0,0,0,,,
Middle Africa,,1982,0,7.3,0,0,0,,,
Middle Africa,,1983,0,7.709,0,0,0,,,
Middle Africa,,1984,0,8.065,0,0,0,,,
Middle Africa,,1985,0,9.145,0,0,0,,,
Middle Africa,,1986,0,9.438,0,0,0,,,
Middle Africa,,1987,0,9.454,0,0,0,,,
Middle Africa,,1988,0,9.604,0,0,0,,,
Middle Africa,,1989,0,11.446,0,0,0,,,
Middle Africa,,1990,0,10.288,0,0,0.003,,,
Middle Africa,,1991,0,9.976,0,0,0.008,,,
Middle Africa,,1992,0,10.821,0,0,0.008,,,
Middle Africa,,1993,0,10.213,0,0,0.008,,,
Middle Africa,,1994,0,9.732,0,0,0.009,,,
Middle Africa,,1995,0,10.831,0,0,0.009,,,
Middle Africa,,1996,0,10.867,0,0,0.007,,,
Middle Africa,,1997,0,10.138,0,0,0.007,,,
Middle Africa,,1998,0,9.925,0,0,0.007,,,
Middle Africa,,1999,0,10.329,0,0,0.007,,,
Middle Africa,,2000,0,11.3598,0,0,0.007,,,
Middle Africa,,2001,0,11.6228,0,0,0.007,,,
Middle Africa,,2002,0,11.7011,0,0.0004,0.007,,,
Middle Africa,,2003,0,12.1149,0,0.0005,0.008,,,
Middle Africa,,2004,0,13.9772,0,0.0008,0.008,,,
Middle Africa,,2005,0,14.4562,0,0.0012,0.008,,,
Middle Africa,,2006,0,15.644,0,0.0016,0.651,,,
Middle Africa,,2007,0,15.122,0,0.0045,0.084,,,
Middle Africa,,2008,0,16.192,0,0.0078,0.086,,,
Middle Africa,,2009,0,16.12,0,0.0102,0.08,,,
Middle Africa,,2010,0,16.8208,0,0.0135,0.068,,,
Middle Africa,,2011,0,17.124,0,0.0166,0.071,,,
Middle Africa,,2012,0,16.9244,0,0.0199,0.074,,,
Middle Africa,,2013,0,19.3679,0,0.0234,0.078,,,
Middle Africa,,2014,0,20.4437,0,0.0284,0.083,,,
Middle Africa,,2015,0,20.6856,0,0.0327,0.014,,,
Middle Africa,,2016,0.0089,21.5926,0,0.0372,0.014,,,
Middle Africa,,2017,0.008875683,24.85296849,0,0.044414514,0.013961749,,,
Middle Africa,,2018,0.008875683,28.33170388,0,0.051282836,0.013961749,,,
Middle East,,1965,0,2.345857,0,0,0,,4869.375372,
Middle East,,1966,0,2.5461166,0,0,0,,5433.497358,
Middle East,,1967,0,2.8287956,0,0,0,,5812.476398,
Middle East,,1968,0,3.0811522,0,0,0,,6540.520647,
Middle East,,1969,0,3.3959282,0,0,0,,7195.50212,
Middle East,,1970,0,3.57964,0,0,0,,8062.907625,103.3942723
Middle East,,1971,0,3.7537712,0,0,0,,9441.67574,161.5668712
Middle East,,1972,0,4.5680378,0,0,0,,10508.55776,200.0349143
Middle East,,1973,0,3.7520978,0,0,0,,12312.35908,228.756799
Middle East,,1974,0,4.8225214,0,0,0,,12691.22508,239.8397392
Middle East,,1975,0,5.4434914,0,0,0,,11382.5773,263.9953732
Middle East,,1976,0,6.3300762,0,0,0,,12946.71896,274.3020806
Middle East,,1977,0,7.1023044,0,0,0,,13003.7957,310.9292008
Middle East,,1978,0,9.8246192,0,0,0,,12381.33141,300.702403
Middle East,,1979,0,9.631227,0,0,0,,12666.38623,367.9179128
Middle East,,1980,0,9.6909674,0,0,0,,10862.52337,342.3703535
Middle East,,1981,0,10.1877134,0,0,0,6.45866235,9274.544918,369.2929282
Middle East,,1982,0,10.5892326,0,0,0,7.25973675,7671.809457,413.0380072
Middle East,,1983,0,10.2042312,0,0,0,7.25973675,6724.916289,416.3393726
Middle East,,1984,0,10.3466464,0,0,0,7.4242431,6388.68045,531.9690277
Middle East,,1985,0,10.438,0,0,0,7.9106097,5979.257849,574.7160325
Middle East,,1986,0,11.076,0,0,0,7.58874945,7332.517304,687.6163637
Middle East,,1987,0,13.918097,0,0,0,7.74610335,7296.0381,750.6576102
Middle East,,1988,0,14.294097,0,0,0,8.23246995,8548.914219,835.0479486
Middle East,,1989,0,12.6202582,0,0,0,6.1368021,9154.464974,937.2528746
Middle East,,1990,0.001,15.2755222,0,0,0,6.21896805,9738.97763,1007.212664
Middle East,,1991,0.001,11.0154422,0,0,0,6.4103397,9581.016274,1061.32001
Middle East,,1992,0.001,17.8253242,0,0,0,5.13121415,10618.61439,1132.877443
Middle East,,1993,0.001,20.046829,0,0,0,8.4357042,11024.77376,1050.40848
Middle East,,1994,0.001,16.5490192,0,0,0,8.2636965,11271.94017,1221.133331
Middle East,,1995,0.001,18.716804,0,0,0,8.1358828,11343.45094,1385.328016
Middle East,,1996,0.001,18.697472,0,0,0,7.6382351,11567.16526,1491.418715
Middle East,,1997,0.003,16.0883132,0,0,0,7.3650464,11925.96598,1605.610413
Middle East,,1998,0.003,17.2088182,0,0,0,9.1809546,12780.77604,1724.615064
Middle East,,1999,0.038,11.8003082,0,0,0,7.8415275,12311.70666,1868.735544
Middle East,,2000,0.0395,10.7283516,0,0,0.003,8.5285116,13129.18509,2040.662902
Middle East,,2001,0.0467,11.6202,0,0,0.005,8.3056808,12871.76977,2222.906107
Middle East,,2002,0.0443,16.8240728,0,0,0.005,7.7541862,11847.88705,2445.065084
Middle East,,2003,0.0426,18.5816746,0,0,0.006,8.53101205,12902.30822,2573.981424
Middle East,,2004,0.0614,23.1329558,0,0,0.006,9.1119887,13841.31032,2856.549003
Middle East,,2005,0.086,23.9192712,0,0,0.005,11.4784611,14216.75489,3099.02639
Middle East,,2006,0.1394,28.25476,0,0.0001,0.006,12.17666815,14388.02881,3316.389869
Middle East,,2007,0.155,26.70531,0,0.0001,0.01,12.25807815,14165.4426,3626.773911
Middle East,,2008,0.2101,13.690469,0,0.0035,0.016,11.7200162,14787.18556,3923.415792
Middle East,,2009,0.2405,12.116322,0,0.0448,0.0507,8.6010828,13739.26654,4137.761009
Middle East,,2010,0.2222,17.390324,0,0.0979385,0.0802,8.14070925,14071.89029,4746.613943
Middle East,,2011,0.2258,18.32824,0.111111111,0.227483,0.2178,8.6641174,15355.30798,5199.716183
Middle East,,2012,0.2166,21.407368,1.477777778,0.429933603,0.2194,7.79006475,15633.20237,5454.597947
Middle East,,2013,0.2281,23.360935,4.322222222,0.766215149,0.1832,8.36749425,15431.41702,5628.851272
Middle East,,2014,0.2158,19.943495,4.14,1.499202153,0.233,8.12500875,15569.36243,5827.242628
Middle East,,2015,0.3818,16.767386,3.547,2.38800456,0.2093,8.295118466,16416.67499,6002.815199
Middle East,,2016,0.746328082,20.17054912,6.577777778,3.455738489,0.2607,8.441445508,17442.26077,6240.69104
Middle East,,2017,0.87322821,20.78806627,7.073566667,4.40988931,0.261310383,8.470151761,17188.3039,6503.680509
Middle East,,2018,1.060385954,15.19050007,7.000133333,6.121153586,0.261310383,8.470151761,17325.3646,6872.664785
Mongolia,MNG,1981,,,,,,18.45059937,,
Mongolia,MNG,1982,,,,,,21.11520919,,
Mongolia,MNG,1983,,,,,,21.34262355,,
Mongolia,MNG,1984,,,,,,23.30353609,,
Mongolia,MNG,1985,,,,,,27.98983944,,
Mongolia,MNG,1986,,,,,,30.22531083,,
Mongolia,MNG,1987,,,,,,33.64879921,,
Mongolia,MNG,1988,,,,,,37.15150069,,
Mongolia,MNG,1989,,,,,,34.9149227,,
Mongolia,MNG,1990,,,,,,30.97974935,,
Mongolia,MNG,1991,,,,,,36.82736047,,
Mongolia,MNG,1992,,,,,,32.70867642,,
Mongolia,MNG,1993,,,,,,28.65846039,,
Mongolia,MNG,1994,,,,,,25.97838406,,
Mongolia,MNG,1995,,,,,,25.1660064,,
Mongolia,MNG,1996,,,,,,20.71234455,,
Mongolia,MNG,1997,,,,,,19.94453065,,
Mongolia,MNG,1998,,,,,,20.48453539,,
Mongolia,MNG,1999,,,,,,20.14005513,,
Mongolia,MNG,2000,,,,,,21.02029546,,
Mongolia,MNG,2001,,,,,,20.85213592,,
Mongolia,MNG,2002,,,,,,22.48975183,,
Mongolia,MNG,2003,,,,,,22.99731765,,
Mongolia,MNG,2004,,,,,,27.9418691,,
Mongolia,MNG,2005,,,,,,42.48577997,,
Mongolia,MNG,2006,,,,,,47.15802463,,
Mongolia,MNG,2007,,,,,,55.50999543,,
Mongolia,MNG,2008,,,,,,61.03930042,,
Mongolia,MNG,2009,,,,,,95.1218988,,
Mongolia,MNG,2010,,,,,,176.3131058,,
Mongolia,MNG,2011,,,,,,231.1232766,,
Mongolia,MNG,2012,,,,,,207.7662646,,
Mongolia,MNG,2013,,,,,,209.4212014,,
Mongolia,MNG,2014,,,,,,177.2535212,,
Mongolia,MNG,2015,,,,,,166.0823634,,
Mongolia,MNG,2016,,,,,,250.6879862,,
Mongolia,MNG,2017,,,,,,352.8551201,,
Mongolia,MNG,2018,,,,,,399.9600265,,
Morocco,MAR,1965,0,1.213,0,0,0,,,
Morocco,MAR,1966,0,1.054,0,0,0,,,
Morocco,MAR,1967,0,0.932,0,0,0,,,
Morocco,MAR,1968,0,1.058,0,0,0,,,
Morocco,MAR,1969,0,1.368,0,0,0,,,
Morocco,MAR,1970,0,1.346,0,0,0,,,
Morocco,MAR,1971,0,1.52,0,0,0,,,
Morocco,MAR,1972,0,1.596,0,0,0,,,
Morocco,MAR,1973,0,1.192,0,0,0,,,
Morocco,MAR,1974,0,1.337,0,0,0,,,
Morocco,MAR,1975,0,1.016,0,0,0,,,
Morocco,MAR,1976,0,0.998,0,0,0,,,
Morocco,MAR,1977,0,1.365,0,0,0,,,
Morocco,MAR,1978,0,1.416,0,0,0,,,
Morocco,MAR,1979,0,1.582,0,0,0,,,
Morocco,MAR,1980,0,1.515,0,0,0,,,
Morocco,MAR,1981,0,1.024,0,0,0,,,
Morocco,MAR,1982,0,0.572,0,0,0,,,
Morocco,MAR,1983,0,0.481,0,0,0,,,
Morocco,MAR,1984,0,0.366,0,0,0,,,
Morocco,MAR,1985,0,0.486,0,0,0,,,
Morocco,MAR,1986,0,0.643,0,0,0,,,
Morocco,MAR,1987,0,0.825,0,0,0,,,
Morocco,MAR,1988,0,0.936,0,0,0,,,
Morocco,MAR,1989,0,1.157,0,0,0,,,
Morocco,MAR,1990,0,1.22,0,0,0,,,
Morocco,MAR,1991,0,1.226,0,0,0,,,
Morocco,MAR,1992,0,0.964,0,0,0,,,
Morocco,MAR,1993,0,0.443,0,0,0,,,
Morocco,MAR,1994,0,0.84,0,0,0,,,
Morocco,MAR,1995,0,0.611,0,0,0,,,
Morocco,MAR,1996,0,1.957,0,0,0,,,
Morocco,MAR,1997,0,2.083,0,0,0,,,
Morocco,MAR,1998,0,1.777,0,0,0,,,
Morocco,MAR,1999,0,0.825,0,0,0,,,
Morocco,MAR,2000,0.064,0.718,0,0,0,,,
Morocco,MAR,2001,0.2058,0.8623,0,0,0,,,
Morocco,MAR,2002,0.1939,0.842,0,0.00010101,0,,,
Morocco,MAR,2003,0.2028,1.441711712,0,0.00010101,0,,,
Morocco,MAR,2004,0.1989,1.5913,0,0.00010101,0,,,
Morocco,MAR,2005,0.2063,0.9647,0,0.00010101,0,,,
Morocco,MAR,2006,0.1832,0.9825,0,0.00010101,0,,,
Morocco,MAR,2007,0.2789,0.902,0,0.00010101,0,,,
Morocco,MAR,2008,0.2982,0.9158,0,0.00010101,0,,,
Morocco,MAR,2009,0.3911,2.5683,0,0.00010101,0,,,
Morocco,MAR,2010,0.6588,3.4678,0,0.00010101,0,,,
Morocco,MAR,2011,0.6922,2.0054,0,0.00010101,0,,,
Morocco,MAR,2012,0.728,1.631,0,0.000101283,0,,,
Morocco,MAR,2013,1.2149,2.785,0,0.00010101,0,,,
Morocco,MAR,2014,1.9238,1.6374,0,0.00010101,0,,,
Morocco,MAR,2015,2.5194,1.885,0,0.0057,0,,,
Morocco,MAR,2016,3.0001,1.2557,0,0.4015,0,,,
Morocco,MAR,2017,3.0349,1.184712,0,0.4153,0,,,
Morocco,MAR,2018,3.8407,1.6934,0,0.9502,0,,,
Myanmar,MMR,1970,,,,,,,,0.0736875
Myanmar,MMR,1971,,,,,,,,0.1424625
Myanmar,MMR,1972,,,,,,,,0.1522875
Myanmar,MMR,1973,,,,,,,,0.18421875
Myanmar,MMR,1974,,,,,,,,1.64814375
Myanmar,MMR,1975,,,,,,,,1.7685
Myanmar,MMR,1976,,,,,,,,2.45625
Myanmar,MMR,1977,,,,,,,,2.25975
Myanmar,MMR,1978,,,,,,,,2.65275
Myanmar,MMR,1979,,,,,,,,2.65275
Myanmar,MMR,1980,,,,,,,,3.43875
Myanmar,MMR,1981,,,,,,,,4.1265
Myanmar,MMR,1982,,,,,,,,4.42125
Myanmar,MMR,1983,,,,,,,,5.895
Myanmar,MMR,1984,,,,,,,,6.288
Myanmar,MMR,1985,,,,,,,,9.039
Myanmar,MMR,1986,,,,,,,,10.51275
Myanmar,MMR,1987,,,,,,,,11.69175
Myanmar,MMR,1988,,,,,,,,10.218
Myanmar,MMR,1989,,,,,,,,10.70925
Myanmar,MMR,1990,,,,,,,,8.35125
Myanmar,MMR,1991,,,,,,,,8.4495
Myanmar,MMR,1992,,,,,,,,8.54775
Myanmar,MMR,1993,,,,,,,,10.8075
Myanmar,MMR,1994,,,,,,,,14.04975
Myanmar,MMR,1995,,,,,,,,16.113
Myanmar,MMR,1996,,,,,,,,15.72
Myanmar,MMR,1997,,,,,,,,14.83575
Myanmar,MMR,1998,,,,,,,,17.292
Myanmar,MMR,1999,,,,,,,,16.899
Myanmar,MMR,2000,,,,,,,,33.405
Myanmar,MMR,2001,,,,,,,,68.775
Myanmar,MMR,2002,,,,,,,,82.53
Myanmar,MMR,2003,,,,,,,,94.32
Myanmar,MMR,2004,,,,,,,,100.215
Myanmar,MMR,2005,,,,,,,,119.865
Myanmar,MMR,2006,,,,,,,,123.795
Myanmar,MMR,2007,,,,,,,,132.834
Myanmar,MMR,2008,,,,,,,,121.83
Myanmar,MMR,2009,,,,,,,,113.5237227
Myanmar,MMR,2010,,,,,,,,122.078774
Myanmar,MMR,2011,,,,,,,,125.5002381
Myanmar,MMR,2012,,,,,,,,125.1110181
Myanmar,MMR,2013,,,,,,,,128.6094192
Myanmar,MMR,2014,,,,,,,,165.4319181
Myanmar,MMR,2015,,,,,,,,192.1668375
Myanmar,MMR,2016,,,,,,,,182.8007589
Myanmar,MMR,2017,,,,,,,,177.9889167
Myanmar,MMR,2018,,,,,,,,177.9889167
Netherlands,NLD,1965,0,0,0,0,0,,,
Netherlands,NLD,1966,0,0,0,0,0,,,
Netherlands,NLD,1967,0,0,0,0,0,,,
Netherlands,NLD,1968,0,0,0.022097,0,0,,,
Netherlands,NLD,1969,0,0,0.3181968,0,0,,,
Netherlands,NLD,1970,0,0,0.375649,0,0,,,279.1666667
Netherlands,NLD,1971,0,0,0.4154236,0,0,,,385.8333333
Netherlands,NLD,1972,0,0,0.331455,0,0,,,514.4444444
Netherlands,NLD,1973,0,0,1.1092694,0,0,,,625.5555556
Netherlands,NLD,1974,0,0,3.0449666,0,0,,,741.6666667
Netherlands,NLD,1975,0,0,3.1024188,0,0.803,,,803.3333333
Netherlands,NLD,1976,0,0,3.601811,0,0.872,,,858.3333333
Netherlands,NLD,1977,0,0,3.7078766,0,0.867,,,861.1111111
Netherlands,NLD,1978,0,0,3.5487782,0,1.211,,,788.3333333
Netherlands,NLD,1979,0,0,3.2438396,0,1.106,,,826.6666667
Netherlands,NLD,1980,0,0,3.9067496,0,1.024,,,799.4444444
Netherlands,NLD,1981,0,0,3.4427126,0,1.085,,,742.2222222
Netherlands,NLD,1982,0,0,3.623908,0,0.265,,,634.7222222
Netherlands,NLD,1983,0,0,3.3322276,0,0.231,,,675.8333333
Netherlands,NLD,1984,0,0,3.4559708,0,0.017,,,684.1666667
Netherlands,NLD,1985,0,0,3.8979108,0,0.441,,,716.3888889
Netherlands,NLD,1986,0.001,0,4.2161076,0,0.553,,,655
Netherlands,NLD,1987,0.002,0,3.5531976,0,0.702,,,656.1111111
Netherlands,NLD,1988,0.016,0,3.6769408,0,0.835,,,579.1666667
Netherlands,NLD,1989,0.023,0.0353552,4.021654,0,0.9,,,633.0555556
Netherlands,NLD,1990,0.056,0.085,3.502,0,0.67,,,634.1666667
Netherlands,NLD,1991,0.088,0.104,3.329,0,0.75,,,717
Netherlands,NLD,1992,0.147,0.12,3.8,0.001,0.752,,,720.0555556
Netherlands,NLD,1993,0.174,0.092,3.948,0.001,0.863,,,734
Netherlands,NLD,1994,0.238,0.1,3.967,0.00001,0.939,,,696.2777778
Netherlands,NLD,1995,0.317,0.088,4.018,0.001,1.017,,,707.8333333
Netherlands,NLD,1996,0.437,0.08,4.16,0.002,1.316,,,801.0833333
Netherlands,NLD,1997,0.475,0.092,2.408,0.002,1.463,,,709.5
Netherlands,NLD,1998,0.64,0.11231,3.809091,0.0035,1.590281,,,676.7777778
Netherlands,NLD,1999,0.645,0.090249,3.828213,0.00527,1.788338,,,629.3333333
Netherlands,NLD,2000,0.829,0.142393,3.919208,0.00771,2.013194,,,613.6111111
Netherlands,NLD,2001,0.825,0.117324,3.972571,0.01306,2.358034,,,646.4722222
Netherlands,NLD,2002,0.946,0.109636,3.91354,0.01704,2.906752,,,635.1944444
Netherlands,NLD,2003,1.318,0.072023,4.017989,0.03074,2.547534,,,607.1666667
Netherlands,NLD,2004,1.867,0.095732,3.822018,0.03314,3.324906,,,716.1666667
Netherlands,NLD,2005,2.067,0.088,3.997456,0.034199,5.276719,,,653.3333333
Netherlands,NLD,2006,2.734,0.105199,3.469439,0.035223,5.194,,,645.0277778
Netherlands,NLD,2007,3.437,0.107,4.200313,0.035712,4.026282,,,620.0277778
Netherlands,NLD,2008,4.258333,0.1,4.168889,0.038889,5.082893,,,709.0833333
Netherlands,NLD,2009,4.583333,0.097222,4.248333,0.044444,6.111,,,655
Netherlands,NLD,2010,3.993056,0.104167,3.969167,0.059444,7.058056,,,752.6666667
Netherlands,NLD,2011,5.100171,0.057,4.140775,0.100344,7.083559,,,694.9722222
Netherlands,NLD,2012,4.981829,0.104388,3.91471,0.253753,7.203605,,,684.0277778
Netherlands,NLD,2013,5.627148,0.114312,2.890859,0.5159,5.954,,,724.0555556
Netherlands,NLD,2014,5.797334,0.111925,4.091306,0.784762,5.013182,,,603.8611111
Netherlands,NLD,2015,7.549873,0.093,4.078041,1.121509,4.93,,,458.7222222
Netherlands,NLD,2016,8.170458,0.100079,3.960278,1.559424,4.90458,,,442.8611111
Netherlands,NLD,2017,10.568801,0.060757,3.402478,2.204346,4.599349,,,385.6944444
Netherlands,NLD,2018,10.549225,0.072348,3.494218551,3.2012,4.875860296,,,322.6944444
New Zealand,NZL,1965,0,10.0187798,0,0,1.348,,,
New Zealand,NZL,1966,0,10.805433,0,0,1.359,,,
New Zealand,NZL,1967,0,11.2208566,0,0,1.134,,,
New Zealand,NZL,1968,0,11.7732816,0,0,1.295,,,
New Zealand,NZL,1969,0,11.6362802,0,0,1.327,,,
New Zealand,NZL,1970,0,12.6704198,0,0,1.273,,,
New Zealand,NZL,1971,0,14.3939858,0,0,1.256,,,
New Zealand,NZL,1972,0,15.2646076,0,0,1.257,,,
New Zealand,NZL,1973,0,15.0966704,0,0,1.243,,,
New Zealand,NZL,1974,0,15.18888889,0,0,1.759722105,,,
New Zealand,NZL,1975,0,16.66363636,0,0,1.786827368,,,
New Zealand,NZL,1976,0,15.4989899,0,0,1.735511579,,,
New Zealand,NZL,1977,0,14.72020202,0,0,1.658669474,,,
New Zealand,NZL,1978,0,15.65959596,0,0,1.681827368,,,
New Zealand,NZL,1979,0,18.44343434,0,0,1.558248421,,,
New Zealand,NZL,1980,0,19.36464646,0,0,1.652143158,,,
New Zealand,NZL,1981,0,19.67979798,0,0,1.619248421,14.4727159,,
New Zealand,NZL,1982,0,18.3040404,0,0,1.648985263,14.63250725,,
New Zealand,NZL,1983,0,19.75151515,0,0,1.667048421,16.22656307,,
New Zealand,NZL,1984,0,20.37676768,0,0,1.819095789,16.75079806,,
New Zealand,NZL,1985,0,19.70786543,0,0,1.690871815,16.01464424,,
New Zealand,NZL,1986,0,22.09769281,0,0,1.763698711,16.6984776,,
New Zealand,NZL,1987,0,21.92855966,0,0,1.758564737,14.52473648,,
New Zealand,NZL,1988,0,22.96265715,0,0,1.767947368,16.34417291,,
New Zealand,NZL,1989,0,22.55885729,0,0,2.260915789,18.53628878,,
New Zealand,NZL,1990,0,23.18530264,0,0,2.608536842,17.42373538,,
New Zealand,NZL,1991,0,22.8944639,0,0,2.785168421,18.27913855,,
New Zealand,NZL,1992,0.000690909,21.09267018,0,0,2.761105263,20.81477271,,
New Zealand,NZL,1993,0.000985859,23.49289285,0,0,2.883210526,23.48876026,,
New Zealand,NZL,1994,0.001010101,25.83708029,0,0,2.736631579,21.56798671,,
New Zealand,NZL,1995,0.001010101,27.53475929,0,0,2.681630409,26.44771622,,
New Zealand,NZL,1996,0.008326263,26.18292927,0,0,2.625496617,27.00355819,,
New Zealand,NZL,1997,0.013593556,23.25816566,0,0,2.717384211,25.40779685,,
New Zealand,NZL,1998,0.022069697,25.31932626,0,0,3.085457158,22.0667304,,
New Zealand,NZL,1999,0.038992929,22.91952727,0,0,3.309065263,25.47389036,,
New Zealand,NZL,2000,0.120208081,24.43497677,0,0,3.479374737,25.37511219,,
New Zealand,NZL,2001,0.138987879,21.68116869,0,0,3.304957895,28.83024423,,
New Zealand,NZL,2002,0.15548316,24.87302554,0,0,3.175873474,33.14504931,,
New Zealand,NZL,2003,0.146540942,23.62279672,0,0,3.109106175,37.63503394,,
New Zealand,NZL,2004,0.36153657,27.24008681,0,0,3.214029596,38.0503778,,
New Zealand,NZL,2005,0.614385962,23.32755423,0,0,3.628733501,38.73087602,,
New Zealand,NZL,2006,0.622216759,23.573219,0,0,3.88891107,41.67633093,,
New Zealand,NZL,2007,0.929880219,23.64049928,0,0.003405895,4.082558841,34.67267038,,
New Zealand,NZL,2008,1.05845803,22.3473378,0,0.003455616,4.729699535,34.73564004,,
New Zealand,NZL,2009,1.476461079,24.21744318,0,0.003589863,5.418774116,32.31415964,,
New Zealand,NZL,2010,1.637165051,24.73784111,0,0.003828524,6.430017661,38.57816362,,
New Zealand,NZL,2011,1.957219492,25.12087099,0,0.00412685,6.679211056,35.60586847,,
New Zealand,NZL,2012,2.079203289,22.90674731,0,0.004822946,6.753335463,35.32938409,,
New Zealand,NZL,2013,2.02186972,23.05221993,0,0.006850173,6.989873553,33.5277004,,
New Zealand,NZL,2014,2.211148637,24.33058232,0,0.018248296,7.847142397,28.69699199,,
New Zealand,NZL,2015,2.353675453,24.53903881,0,0.035813585,8.410724455,23.70620418,,
New Zealand,NZL,2016,2.306449139,25.92443738,0,0.05581317,8.422915487,19.97900088,,
New Zealand,NZL,2017,2.14119352,25.18557515,0,0.075420861,8.428234671,20.24368967,,
New Zealand,NZL,2018,2.046003874,26.32037732,0,0.098244292,8.320907599,22.37574418,,
Nigeria,NGA,1965,,,,,,,157.080336,
Nigeria,NGA,1966,,,,,,,239.2295709,
Nigeria,NGA,1967,,,,,,,182.8020978,
Nigeria,NGA,1968,,,,,,,81.167983,
Nigeria,NGA,1969,,,,,,,309.5204433,
Nigeria,NGA,1970,,,,,,,620.473056,1.0545
Nigeria,NGA,1971,,,,,,,877.1750931,1.95225
Nigeria,NGA,1972,,,,,,,1043.005709,2.61725
Nigeria,NGA,1973,,,,,,,1176.842211,4.009
Nigeria,NGA,1974,,,,,,,1291.816768,3.743
Nigeria,NGA,1975,,,,,,,1021.537765,3.3535
Nigeria,NGA,1976,,,,,,,1187.23886,6.22725
Nigeria,NGA,1977,,,,,,,1194.485965,8.1985
Nigeria,NGA,1978,,,,,,,1086.725532,9.93225
Nigeria,NGA,1979,,,,,,,1318.738688,13.091
Nigeria,NGA,1980,,,,,,,1182.191854,15.82225
Nigeria,NGA,1981,,,,,,,824.7004076,23.3035
Nigeria,NGA,1982,,,,,,,737.2807895,24.27725
Nigeria,NGA,1983,,,,,,,707.7781005,27.5215
Nigeria,NGA,1984,,,,,,,797.3188988,26.4765
Nigeria,NGA,1985,,,,,,,858.6714649,25.08
Nigeria,NGA,1986,,,,,,,840.1678367,29.2505
Nigeria,NGA,1987,,,,,,,772.0538617,28.9655
Nigeria,NGA,1988,,,,,,,794.1684934,34.82225
Nigeria,NGA,1989,,,,,,,1011.51258,40.318
Nigeria,NGA,1990,,,,,,,1017.470977,38.3895
Nigeria,NGA,1991,,,,,,,1117.512208,37.449
Nigeria,NGA,1992,,,,,,,1159.645192,40.5365
Nigeria,NGA,1993,,,,,,,1144.725336,46.189
Nigeria,NGA,1994,,,,,,,1096.419409,42.1895
