Entity,Code,Year,Energy use (kg of oil equivalent per capita) (kWh)
Late-demographic dividend,,1997,14316.065985835272
Late-demographic dividend,,1998,14117.134258087694
Late-demographic dividend,,1999,14235.401388649796
Late-demographic dividend,,2000,14446.345700756214
Late-demographic dividend,,2001,14784.922983289605
Late-demographic dividend,,2002,15271.289201286088
Late-demographic dividend,,2003,16474.941257132275
Late-demographic dividend,,2004,17774.435272818373
Late-demographic dividend,,2005,18799.489448767756
Late-demographic dividend,,2006,19965.421393949884
Late-demographic dividend,,2007,20952.512540409785
Late-demographic dividend,,2008,21529.499948834135
Late-demographic dividend,,2009,21854.81619495718
Late-demographic dividend,,2010,23644.636633986695
Late-demographic dividend,,2011,24838.24268830792
Late-demographic dividend,,2012,25544.0158318949
Late-demographic dividend,,2013,26021.712555285987
Late-demographic dividend,,2014,26831.225006691548
Latin America & Caribbean,,1971,9517.219603184501
Latin America & Caribbean,,1972,9714.84176745987
Latin America & Caribbean,,1973,10171.455751151536
Latin America & Caribbean,,1974,10492.921774046568
Latin America & Caribbean,,1975,10485.559914253461
Latin America & Caribbean,,1976,10760.610796207167
Latin America & Caribbean,,1977,11045.191935186835
Latin America & Caribbean,,1978,11444.768651003691
Latin America & Caribbean,,1979,11817.086212759423
Latin America & Caribbean,,1980,12239.092523904072
Latin America & Caribbean,,1981,12096.94625593799
Latin America & Caribbean,,1982,12082.174395192973
Latin America & Caribbean,,1983,11838.6506178732
Latin America & Caribbean,,1984,11996.859237327692
Latin America & Caribbean,,1985,11985.519040012783
Latin America & Caribbean,,1986,12008.35349591875
Latin America & Caribbean,,1987,12233.989929198715
Latin America & Caribbean,,1988,12194.218176667096
Latin America & Caribbean,,1989,12262.397695724467
Latin America & Caribbean,,1990,12165.644302237302
Latin America & Caribbean,,1991,12234.117705353818
Latin America & Caribbean,,1992,12338.527849052172
Latin America & Caribbean,,1993,12173.915646601927
Latin America & Caribbean,,1994,12602.400806862213
Latin America & Caribbean,,1995,12501.88547832314
Latin America & Caribbean,,1996,12861.31614307108
Latin America & Caribbean,,1997,13180.78654150696
Latin America & Caribbean,,1998,13397.817117286471
Latin America & Caribbean,,1999,13364.808821083128
Latin America & Caribbean,,2000,13332.297117385584
Latin America & Caribbean,,2001,13307.562688572903
Latin America & Caribbean,,2002,13347.05146521082
Latin America & Caribbean,,2003,13490.615134055935
Latin America & Caribbean,,2004,13867.804110411209
Latin America & Caribbean,,2005,14202.934645583242
Latin America & Caribbean,,2006,14663.124587112921
Latin America & Caribbean,,2007,14731.22802580922
Latin America & Caribbean,,2008,15035.167482295989
Latin America & Caribbean,,2009,14742.421284110678
Latin America & Caribbean,,2010,15351.051712376688
Latin America & Caribbean,,2011,15475.321573429199
Latin America & Caribbean,,2012,15933.336295707202
Latin America & Caribbean,,2013,16037.514407516866
Latin America & Caribbean,,2014,15606.823090135229
Latin America & Caribbean (IDA & IBRD),,1971,9161.638434818697
Latin America & Caribbean (IDA & IBRD),,1972,9400.541996331034
Latin America & Caribbean (IDA & IBRD),,1973,9831.817371325262
Latin America & Caribbean (IDA & IBRD),,1974,10167.496497351318
Latin America & Caribbean (IDA & IBRD),,1975,10225.433172494255
Latin America & Caribbean (IDA & IBRD),,1976,10482.582058418737
Latin America & Caribbean (IDA & IBRD),,1977,10747.999593230174
Latin America & Caribbean (IDA & IBRD),,1978,11157.877111804875
Latin America & Caribbean (IDA & IBRD),,1979,11536.515015180788
Latin America & Caribbean (IDA & IBRD),,1980,11969.616184422077
Latin America & Caribbean (IDA & IBRD),,1981,11835.271815596618
Latin America & Caribbean (IDA & IBRD),,1982,11808.462947422982
Latin America & Caribbean (IDA & IBRD),,1983,11532.29598419594
Latin America & Caribbean (IDA & IBRD),,1984,11754.608288723412
Latin America & Caribbean (IDA & IBRD),,1985,11789.8413143668
Latin America & Caribbean (IDA & IBRD),,1986,11824.001989936913
Latin America & Caribbean (IDA & IBRD),,1987,12050.610839825364
Latin America & Caribbean (IDA & IBRD),,1988,11997.820391692943
Latin America & Caribbean (IDA & IBRD),,1989,12027.293532216388
Latin America & Caribbean (IDA & IBRD),,1990,11947.129681820157
Latin America & Caribbean (IDA & IBRD),,1991,12114.457557572578
Latin America & Caribbean (IDA & IBRD),,1992,12270.676035140646
Latin America & Caribbean (IDA & IBRD),,1993,12164.420646789311
Latin America & Caribbean (IDA & IBRD),,1994,12596.068279260986
Latin America & Caribbean (IDA & IBRD),,1995,12494.536414038588
Latin America & Caribbean (IDA & IBRD),,1996,12838.70371730579
Latin America & Caribbean (IDA & IBRD),,1997,13134.822432051227
Latin America & Caribbean (IDA & IBRD),,1998,13368.764845856878
Latin America & Caribbean (IDA & IBRD),,1999,13341.43691211128
Latin America & Caribbean (IDA & IBRD),,2000,13288.613627090792
Latin America & Caribbean (IDA & IBRD),,2001,13269.362007858901
Latin America & Caribbean (IDA & IBRD),,2002,13330.84976239171
Latin America & Caribbean (IDA & IBRD),,2003,13481.92468727145
Latin America & Caribbean (IDA & IBRD),,2004,13863.843789590243
Latin America & Caribbean (IDA & IBRD),,2005,14220.886558948901
Latin America & Caribbean (IDA & IBRD),,2006,14692.100192564076
Latin America & Caribbean (IDA & IBRD),,2007,14766.523652948616
Latin America & Caribbean (IDA & IBRD),,2008,15072.399483473124
Latin America & Caribbean (IDA & IBRD),,2009,14759.277795270818
Latin America & Caribbean (IDA & IBRD),,2010,15366.606165372841
Latin America & Caribbean (IDA & IBRD),,2011,15500.765364280576
Latin America & Caribbean (IDA & IBRD),,2012,15968.114225624728
Latin America & Caribbean (IDA & IBRD),,2013,16088.191338393717
Latin America & Caribbean (IDA & IBRD),,2014,15644.991789722153
Latin America & Caribbean (excluding high income),,1971,8487.773559735964
Latin America & Caribbean (excluding high income),,1972,8728.512483933338
Latin America & Caribbean (excluding high income),,1973,9228.727307347115
Latin America & Caribbean (excluding high income),,1974,9639.334072503485
Latin America & Caribbean (excluding high income),,1975,9822.852165234446
Latin America & Caribbean (excluding high income),,1976,10082.155405677871
Latin America & Caribbean (excluding high income),,1977,10386.742071175468
Latin America & Caribbean (excluding high income),,1978,10839.40799178814
Latin America & Caribbean (excluding high income),,1979,11186.352353278002
Latin America & Caribbean (excluding high income),,1980,11672.617231021615
Latin America & Caribbean (excluding high income),,1981,11578.699957638582
Latin America & Caribbean (excluding high income),,1982,11609.989980749291
Latin America & Caribbean (excluding high income),,1983,11319.565097500727
Latin America & Caribbean (excluding high income),,1984,11505.025482141138
Latin America & Caribbean (excluding high income),,1985,11627.896236821081
Latin America & Caribbean (excluding high income),,1986,11583.063070563825
Latin America & Caribbean (excluding high income),,1987,11796.897970260801
Latin America & Caribbean (excluding high income),,1988,11680.970697653494
Latin America & Caribbean (excluding high income),,1989,11794.069456664167
Latin America & Caribbean (excluding high income),,1990,11675.057034068524
Latin America & Caribbean (excluding high income),,1991,11737.366980881287
Latin America & Caribbean (excluding high income),,1992,11750.410107001002
Latin America & Caribbean (excluding high income),,1993,11600.831613906157
Latin America & Caribbean (excluding high income),,1994,11994.70753530219
Latin America & Caribbean (excluding high income),,1995,11855.029014367494
Latin America & Caribbean (excluding high income),,1996,12144.444207888939
Latin America & Caribbean (excluding high income),,1997,12406.375543628628
Latin America & Caribbean (excluding high income),,1998,12562.356080177928
Latin America & Caribbean (excluding high income),,1999,12470.243878230125
Latin America & Caribbean (excluding high income),,2000,12432.73071027673
Latin America & Caribbean (excluding high income),,2001,12493.34791675444
Latin America & Caribbean (excluding high income),,2002,12574.958510194994
Latin America & Caribbean (excluding high income),,2003,12630.944164682447
Latin America & Caribbean (excluding high income),,2004,12879.043516631731
Latin America & Caribbean (excluding high income),,2005,13202.485614705467
Latin America & Caribbean (excluding high income),,2006,13537.12431444957
Latin America & Caribbean (excluding high income),,2007,13569.983996663255
Latin America & Caribbean (excluding high income),,2008,13861.87660051098
Latin America & Caribbean (excluding high income),,2009,13619.920353962132
Latin America & Caribbean (excluding high income),,2010,14211.949137144475
Latin America & Caribbean (excluding high income),,2011,14268.210626030861
Latin America & Caribbean (excluding high income),,2012,14745.717299136959
Latin America & Caribbean (excluding high income),,2013,14817.85011059692
Latin America & Caribbean (excluding high income),,2014,14258.949567957969
Latvia,LVA,1990,34300.17451883123
Latvia,LVA,1991,32467.17712078975
Latvia,LVA,1992,27160.808919887233
Latvia,LVA,1993,23942.095151153397
Latvia,LVA,1994,22026.79393210414
Latvia,LVA,1995,21510.676817745763
Latvia,LVA,1996,21399.008408682676
Latvia,LVA,1997,21182.3235948276
Latvia,LVA,1998,20889.583401624623
Latvia,LVA,1999,19351.332145567274
Latvia,LVA,2000,18822.689932630732
Latvia,LVA,2001,20459.040865662308
Latvia,LVA,2002,20506.685386765377
Latvia,LVA,2003,21980.166524254208
Latvia,LVA,2004,22807.64668011708
Latvia,LVA,2005,23522.42316081076
Latvia,LVA,2006,24582.45582203404
Latvia,LVA,2007,25351.235553838647
Latvia,LVA,2008,24497.009702744945
Latvia,LVA,2009,23909.241101215895
Latvia,LVA,2010,24988.840802744206
Latvia,LVA,2011,24034.9949240402
Latvia,LVA,2012,25243.913230914113
Latvia,LVA,2013,25076.164170865533
Latvia,LVA,2014,25316.6876468942
Least developed countries: UN classification,,1971,3692.500496645644
Least developed countries: UN classification,,1972,3683.1068018287615
Least developed countries: UN classification,,1973,3704.2734382928
Least developed countries: UN classification,,1974,3685.589214137875
Least developed countries: UN classification,,1975,3623.23832943205
Least developed countries: UN classification,,1976,3620.2782253460414
Least developed countries: UN classification,,1977,3589.807698025982
Least developed countries: UN classification,,1978,3568.25266670388
Least developed countries: UN classification,,1979,3549.5992937141423
Least developed countries: UN classification,,1980,3566.8876393260316
Least developed countries: UN classification,,1981,3511.505864982615
Least developed countries: UN classification,,1982,3499.171622253086
Least developed countries: UN classification,,1983,3493.671508966261
Least developed countries: UN classification,,1984,3476.1053946051925
Least developed countries: UN classification,,1985,3490.5939596305057
Least developed countries: UN classification,,1986,3481.2706697304134
Least developed countries: UN classification,,1987,3443.6655937595756
Least developed countries: UN classification,,1988,3468.072231073403
Least developed countries: UN classification,,1989,3455.0321990183447
Least developed countries: UN classification,,1990,3434.9697724726
Least developed countries: UN classification,,1991,3416.336329627282
Least developed countries: UN classification,,1992,3403.8045896483554
Least developed countries: UN classification,,1993,3368.347583812754
Least developed countries: UN classification,,1994,3403.7842003716087
Least developed countries: UN classification,,1995,3446.690874733812
Least developed countries: UN classification,,1996,3447.8861718331736
Least developed countries: UN classification,,1997,3459.557683356973
Least developed countries: UN classification,,1998,3477.281608495486
Least developed countries: UN classification,,1999,3518.89279641791
Least developed countries: UN classification,,2000,3469.885738501749
Least developed countries: UN classification,,2001,3536.4634784592104
Least developed countries: UN classification,,2002,3582.7137187571566
Least developed countries: UN classification,,2003,3640.713779842532
Least developed countries: UN classification,,2004,3619.4860530940587
Least developed countries: UN classification,,2005,3651.073195795994
Least developed countries: UN classification,,2006,3717.274399545694
Least developed countries: UN classification,,2007,3748.1908314899433
Least developed countries: UN classification,,2008,3819.7202729761348
Least developed countries: UN classification,,2009,3908.130222631059
Least developed countries: UN classification,,2010,3956.4401376664573
Least developed countries: UN classification,,2011,3982.6463052161425
Least developed countries: UN classification,,2012,4094.7082831986177
Least developed countries: UN classification,,2013,4191.702257390805
Least developed countries: UN classification,,2014,4241.899168595455
Lebanon,LBN,1971,9133.252760186188
Lebanon,LBN,1972,9182.67766635564
Lebanon,LBN,1973,11151.562606962778
Lebanon,LBN,1974,11215.521079299242
Lebanon,LBN,1975,9772.109656053335
Lebanon,LBN,1976,10384.792741866584
Lebanon,LBN,1977,8096.774494565124
Lebanon,LBN,1978,9654.10123365318
Lebanon,LBN,1979,10412.203421546272
Lebanon,LBN,1980,11041.704245933179
Lebanon,LBN,1981,10481.884371844835
Lebanon,LBN,1982,7891.916998825347
Lebanon,LBN,1983,8488.881620734339
Lebanon,LBN,1984,8606.349123806816
Lebanon,LBN,1985,10118.724780811957
Lebanon,LBN,1986,11224.777938803561
Lebanon,LBN,1987,11594.489885198296
Lebanon,LBN,1988,8626.740231246149
Lebanon,LBN,1989,8521.22503320438
Lebanon,LBN,1990,8406.831054644146
Lebanon,LBN,1991,10218.197802549143
Lebanon,LBN,1992,10099.805387364795
Lebanon,LBN,1993,14073.633688562017
Lebanon,LBN,1994,15037.337745071705
Lebanon,LBN,1995,16905.224154857537
Lebanon,LBN,1996,17608.65906752288
Lebanon,LBN,1997,19745.311992550105
Lebanon,LBN,1998,19269.52884293938
Lebanon,LBN,1999,19888.244430956165
Lebanon,LBN,2000,17639.128933171654
Lebanon,LBN,2001,18209.128258060824
Lebanon,LBN,2002,17255.789995392894
Lebanon,LBN,2003,16440.480596326168
Lebanon,LBN,2004,15915.9924980593
Lebanon,LBN,2005,14708.721424823383
Lebanon,LBN,2006,13742.192137725338
Lebanon,LBN,2007,12024.580879909405
Lebanon,LBN,2008,15363.2325828432
Lebanon,LBN,2009,18483.815248582607
Lebanon,LBN,2010,17103.685211064138
Lebanon,LBN,2011,16086.102431191228
Lebanon,LBN,2012,16963.5372215139
Lebanon,LBN,2013,15587.291104303875
Lebanon,LBN,2014,15553.56694713933
Lesotho,LSO,2004,168.40010590941475
Lesotho,LSO,2005,196.86152087950921
Lesotho,LSO,2006,112.41505406321134
Lesotho,LSO,2007,111.47225401770784
Libya,LBY,1971,8195.611485961868
Libya,LBY,1972,10981.1656333647
Libya,LBY,1973,12430.704056969904
Libya,LBY,1974,13284.636519231493
Libya,LBY,1975,16113.07444334689
Libya,LBY,1976,14035.058108045288
Libya,LBY,1977,16773.46505157496
Libya,LBY,1978,18289.48770649325
Libya,LBY,1979,19720.41878059079
Libya,LBY,1980,25463.430534753308
Libya,LBY,1981,26446.05376815266
Libya,LBY,1982,27645.13767744091
Libya,LBY,1983,27179.820950018056
Libya,LBY,1984,28143.621292251984
Libya,LBY,1985,30420.098748483695
Libya,LBY,1986,29361.975977014867
Libya,LBY,1987,31153.537314010315
Libya,LBY,1988,29159.725252332795
Libya,LBY,1989,30865.878266465927
Libya,LBY,1990,29273.895535403783
Libya,LBY,1991,28994.4641157602
Libya,LBY,1992,28186.75482540975
Libya,LBY,1993,28613.86245084153
Libya,LBY,1994,31645.17451379533
Libya,LBY,1995,32868.649815571414
Libya,LBY,1996,34310.75908023301
Libya,LBY,1997,34322.862192704786
Libya,LBY,1998,34216.13851750989
Libya,LBY,1999,33260.02450625818
Libya,LBY,2000,34369.711366342475
Libya,LBY,2001,34859.08964986364
Libya,LBY,2002,35682.67676704636
Libya,LBY,2003,36135.048114727426
Libya,LBY,2004,36569.46944822741
Libya,LBY,2005,35682.94049152997
Libya,LBY,2006,35532.51936814739
Libya,LBY,2007,32546.87824959353
Libya,LBY,2008,34196.639593938795
Libya,LBY,2009,36667.42709301812
Libya,LBY,2010,39181.85144931062
Libya,LBY,2011,25701.01708549009
Libya,LBY,2012,32363.362893251655
Libya,LBY,2013,36442.46610942268
Libya,LBY,2014,33496.07391102802
Lithuania,LTU,1990,50522.72885129095
Lithuania,LTU,1991,53517.77279655646
Lithuania,LTU,1992,34638.922322393344
Lithuania,LTU,1993,28751.888563908316
Lithuania,LTU,1994,25823.488796175407
Lithuania,LTU,1995,27925.02754124855
Lithuania,LTU,1996,30354.787821456714
Lithuania,LTU,1997,28962.74308369165
Lithuania,LTU,1998,30624.8355929611
Lithuania,LTU,1999,26279.804090983613
Lithuania,LTU,2000,23697.515467764853
Lithuania,LTU,2001,27734.557974517807
Lithuania,LTU,2002,29939.729238495744
Lithuania,LTU,2003,31508.574706760566
Lithuania,LTU,2004,32322.048337688724
Lithuania,LTU,2005,30968.372546446575
Lithuania,LTU,2006,31005.73509232218
Lithuania,LTU,2007,34043.8154219331
Lithuania,LTU,2008,34609.85651755609
Lithuania,LTU,2009,32224.78032929104
Lithuania,LTU,2010,26467.090736329406
Lithuania,LTU,2011,28057.15056066238
Lithuania,LTU,2012,28714.456232116645
Lithuania,LTU,2013,27407.781375932344
Lithuania,LTU,2014,27764.0105109626
Low & middle income,,1971,5265.962136485065
Low & middle income,,1972,5358.393740951519
Low & middle income,,1973,5512.07932913619
Low & middle income,,1974,5600.320134236318
Low & middle income,,1975,5840.858741848338
Low & middle income,,1976,5977.278712721767
Low & middle income,,1977,6229.8256154981145
Low & middle income,,1978,6469.568017443965
Low & middle income,,1979,6572.065026900431
Low & middle income,,1980,6607.9499559186925
Low & middle income,,1981,6610.338949515091
Low & middle income,,1982,6723.7978760324695
Low & middle income,,1983,6743.16612347894
Low & middle income,,1984,6911.2873576900665
Low & middle income,,1985,7002.610120565384
Low & middle income,,1986,7092.953428473433
Low & middle income,,1987,7240.005686009688
Low & middle income,,1988,7370.016094266991
Low & middle income,,1989,7442.48695361583
Low & middle income,,1990,11075.770048180062
Low & middle income,,1991,10874.817743186497
Low & middle income,,1992,10497.967209475155
Low & middle income,,1993,10357.004387361489
Low & middle income,,1994,10076.921494049211
Low & middle income,,1995,10204.217930320612
Low & middle income,,1996,10220.481975802542
Low & middle income,,1997,10164.080073284205
Low & middle income,,1998,10029.844280100913
Low & middle income,,1999,10120.966507890445
Low & middle income,,2000,10198.016901691335
Low & middle income,,2001,10321.172859597782
Low & middle income,,2002,10539.01016787737
Low & middle income,,2003,11064.894015672031
Low & middle income,,2004,11669.588303347871
Low & middle income,,2005,12145.683971353761
Low & middle income,,2006,12639.890261974693
Low & middle income,,2007,13073.264908323272
Low & middle income,,2008,13349.3043864197
Low & middle income,,2009,13508.223439145444
Low & middle income,,2010,14278.246755679897
Low & middle income,,2011,14723.77779260545
Low & middle income,,2012,15047.40336668078
Low & middle income,,2013,15157.640083778599
Low & middle income,,2014,15407.537418381635
Lower middle income,,1971,3413.423653089592
Lower middle income,,1972,3435.43131646708
Lower middle income,,1973,3476.8384701330515
Lower middle income,,1974,3510.542534486518
Lower middle income,,1975,3559.4786529090193
Lower middle income,,1976,3612.282454399299
Lower middle income,,1977,3682.373944515848
Lower middle income,,1978,3700.8035581532445
Lower middle income,,1979,3770.849702742637
Lower middle income,,1980,3809.977546958721
Lower middle income,,1981,3890.9335497253564
Lower middle income,,1982,3944.685315564883
Lower middle income,,1983,3977.805373964963
Lower middle income,,1984,3995.6969313198556
Lower middle income,,1985,4099.781727330723
Lower middle income,,1986,4158.999752477117
Lower middle income,,1987,4221.393013343791
Lower middle income,,1988,4299.791028568008
Lower middle income,,1989,4389.8368749229385
Lower middle income,,1990,6401.318625870666
Lower middle income,,1991,6405.012928978552
Lower middle income,,1992,6199.454372538978
Lower middle income,,1993,6081.688736145661
Lower middle income,,1994,5872.697971473776
Lower middle income,,1995,5961.224060142275
Lower middle income,,1996,5945.5231534355225
Lower middle income,,1997,5980.7410351524595
Lower middle income,,1998,5950.115875080432
Lower middle income,,1999,6070.524179852008
Lower middle income,,2000,6111.376630522526
Lower middle income,,2001,6127.8602007420095
Lower middle income,,2002,6208.447070976327
Lower middle income,,2003,6278.6819795421325
Lower middle income,,2004,6441.058823735188
Lower middle income,,2005,6526.146307337815
Lower middle income,,2006,6619.884769687436
Lower middle income,,2007,6750.335999577562
Lower middle income,,2008,6851.064135694199
Lower middle income,,2009,7007.841675405017
Lower middle income,,2010,7265.06374844953
Lower middle income,,2011,7329.459725223655
Lower middle income,,2012,7502.510232990167
Lower middle income,,2013,7462.213502149612
Lower middle income,,2014,7516.29053132884
Luxembourg,LUX,1960,122387.21986177075
Luxembourg,LUX,1961,122510.63179157028
Luxembourg,LUX,1962,121121.11089633663
Luxembourg,LUX,1963,121717.40543042235
Luxembourg,LUX,1964,129675.08549199054
Luxembourg,LUX,1965,127073.97586727004
Luxembourg,LUX,1966,121889.44985699124
Luxembourg,LUX,1967,120509.74095135718
Luxembourg,LUX,1968,129263.58025904409
Luxembourg,LUX,1969,139259.85985185194
Luxembourg,LUX,1970,140794.5587329108
Luxembourg,LUX,1971,137967.73191480627
Luxembourg,LUX,1972,139671.3003750725
Luxembourg,LUX,1973,147102.75771151416
Luxembourg,LUX,1974,151467.83596676562
Luxembourg,LUX,1975,122172.9312996236
Luxembourg,LUX,1976,124075.43928855585
Luxembourg,LUX,1977,119539.62433376306
Luxembourg,LUX,1978,129046.52266392582
Luxembourg,LUX,1979,121627.85256410275
Luxembourg,LUX,1980,113679.18596732113
Luxembourg,LUX,1981,99157.81466219455
Luxembourg,LUX,1982,93712.33029204568
Luxembourg,LUX,1983,88111.28881741248
Luxembourg,LUX,1984,94350.4158219444
Luxembourg,LUX,1985,97074.75427181444
Luxembourg,LUX,1986,94942.07196861727
Luxembourg,LUX,1987,92376.48614969652
Luxembourg,LUX,1988,94882.58189851388
Luxembourg,LUX,1989,101180.25982498015
Luxembourg,LUX,1990,103205.8413251277
Luxembourg,LUX,1991,108780.2884237726
Luxembourg,LUX,1992,107718.01341237963
Luxembourg,LUX,1993,107774.54214730489
Luxembourg,LUX,1994,102614.42618353294
Luxembourg,LUX,1995,89613.88524931173
Luxembourg,LUX,1996,89681.00836501896
Luxembourg,LUX,1997,86176.56707593272
Luxembourg,LUX,1998,82187.87092064992
Luxembourg,LUX,1999,84514.89052790527
Luxembourg,LUX,2000,89281.61476048586
Luxembourg,LUX,2001,92840.5495498556
Luxembourg,LUX,2002,95420.97320558086
Luxembourg,LUX,2003,99430.71886278596
Luxembourg,LUX,2004,109175.89351553719
Luxembourg,LUX,2005,109657.07525184994
Luxembourg,LUX,2006,106653.29373282244
Luxembourg,LUX,2007,102040.41865193871
Luxembourg,LUX,2008,100160.27799038163
Luxembourg,LUX,2009,92478.54946834262
Luxembourg,LUX,2010,96871.8323394871
Luxembourg,LUX,2011,93695.98201590823
Luxembourg,LUX,2012,89809.07207135945
Luxembourg,LUX,2013,85040.35107479383
Luxembourg,LUX,2014,79794.6705397443
Luxembourg,LUX,2015,76157.95665058537
Macedonia,MKD,1990,14432.072924535709
Macedonia,MKD,1991,14163.193846190909
Macedonia,MKD,1992,15795.622401829523
Macedonia,MKD,1993,16254.571407258347
Macedonia,MKD,1994,14516.450477190567
Macedonia,MKD,1995,14658.775576679134
Macedonia,MKD,1996,17271.538797542806
Macedonia,MKD,1997,15626.380814353312
Macedonia,MKD,1998,16699.137554254154
Macedonia,MKD,1999,15569.119790910294
Macedonia,MKD,2000,15247.263161981504
Macedonia,MKD,2001,14668.989510691503
Macedonia,MKD,2002,14345.391077675795
Macedonia,MKD,2003,15799.806844756025
Macedonia,MKD,2004,15527.493144298645
Macedonia,MKD,2005,15809.569352978582
Macedonia,MKD,2006,16529.972730952075
Macedonia,MKD,2007,17034.385927963653
Macedonia,MKD,2008,16992.052977249445
Macedonia,MKD,2009,15824.183059920455
Macedonia,MKD,2010,16171.910506345774
Macedonia,MKD,2011,17516.38613615341
Macedonia,MKD,2012,16605.19848257212
Macedonia,MKD,2013,15130.935695672762
Macedonia,MKD,2014,14683.533125230177
Malaysia,MYS,1971,6363.684364010569
Malaysia,MYS,1972,6292.035614540864
Malaysia,MYS,1973,6089.162346849718
Malaysia,MYS,1974,6721.524101161183
Malaysia,MYS,1975,6902.0062514136835
Malaysia,MYS,1976,7310.118863799699
Malaysia,MYS,1977,7186.737677187511
Malaysia,MYS,1978,9007.337567911893
Malaysia,MYS,1979,10288.17638607329
Malaysia,MYS,1980,10024.872251121076
Malaysia,MYS,1981,10426.690329025942
Malaysia,MYS,1982,10325.826093440415
Malaysia,MYS,1983,11751.159494168742
Malaysia,MYS,1984,11820.651119284441
Malaysia,MYS,1985,11592.147746943352
Malaysia,MYS,1986,12652.485294683156
Malaysia,MYS,1987,12426.721226874855
Malaysia,MYS,1988,12649.975951966942
Malaysia,MYS,1989,13483.294897100415
Malaysia,MYS,1990,14076.914773830613
Malaysia,MYS,1991,16907.45849014225
Malaysia,MYS,1992,18167.580132126284
Malaysia,MYS,1993,19159.51158111733
Malaysia,MYS,1994,18592.00152259779
Malaysia,MYS,1995,19616.24413477687
Malaysia,MYS,1996,21161.502737840492
Malaysia,MYS,1997,24009.769110829475
Malaysia,MYS,1998,22257.52113599209
Malaysia,MYS,1999,22006.510132772917
Malaysia,MYS,2000,24523.024506409318
Malaysia,MYS,2001,24968.317229566805
Malaysia,MYS,2002,25275.436732821305
Malaysia,MYS,2003,26542.58143329766
Malaysia,MYS,2004,27994.142074700667
Malaysia,MYS,2005,29791.505398432517
Malaysia,MYS,2006,29400.231249248805
Malaysia,MYS,2007,31611.317670856995
Malaysia,MYS,2008,32453.096729236324
Malaysia,MYS,2009,30283.74046503896
Malaysia,MYS,2010,30357.899880724704
Malaysia,MYS,2011,31076.850543849494
Malaysia,MYS,2012,31042.105006517515
Malaysia,MYS,2013,34375.85581365348
Malaysia,MYS,2014,34512.50537109333
Maldives,MDV,1990,2651.844240754429
Maldives,MDV,2004,9366.251856337962
Maldives,MDV,2005,8207.197430654003
Maldives,MDV,2006,10231.327759636619
Maldives,MDV,2007,10347.159817895077
Malta,MLT,1971,8093.972844400399
Malta,MLT,1972,10153.38029426351
Malta,MLT,1973,9821.269457313036
Malta,MLT,1974,9018.645313182957
Malta,MLT,1975,8001.297177718908
Malta,MLT,1976,9050.073224015128
Malta,MLT,1977,9569.924911229105
Malta,MLT,1978,11052.478125745534
Malta,MLT,1979,10554.52693861659
Malta,MLT,1980,11689.574160337263
Malta,MLT,1981,13136.224677254475
Malta,MLT,1982,14605.071464077751
Malta,MLT,1983,10991.399262988465
Malta,MLT,1984,14482.083952170851
Malta,MLT,1985,11907.94998989457
Malta,MLT,1986,19516.464467249923
Malta,MLT,1987,20360.10456188224
Malta,MLT,1988,21764.113956668793
Malta,MLT,1989,23065.416141559446
Malta,MLT,1990,22813.90476324932
Malta,MLT,1991,21474.8016325633
Malta,MLT,1992,21016.08302640237
Malta,MLT,1993,26621.320197787267
Malta,MLT,1994,23915.263275853296
Malta,MLT,1995,21853.870048937708
Malta,MLT,1996,21360.46853818713
Malta,MLT,1997,23811.52652491824
Malta,MLT,1998,20850.57993132392
Malta,MLT,1999,22602.039512046602
Malta,MLT,2000,20139.7706409083
Malta,MLT,2001,23275.5351527118
Malta,MLT,2002,21537.74411633234
Malta,MLT,2003,24091.527113617776
Malta,MLT,2004,24034.371093633144
Malta,MLT,2005,25366.701664545355
Malta,MLT,2006,23907.6287169264
Malta,MLT,2007,25080.743919709646
Malta,MLT,2008,23766.21788122988
Malta,MLT,2009,21948.175631611015
Malta,MLT,2010,23403.232820596986
Malta,MLT,2011,23182.414141850957
Malta,MLT,2012,24311.281914538984
Malta,MLT,2013,20971.33355400766
Malta,MLT,2014,20718.896464913763
Marshall Islands,MHL,2004,6476.744632638172
Marshall Islands,MHL,2005,6479.108635097489
Marshall Islands,MHL,2006,6699.566035562038
Marshall Islands,MHL,2007,7138.116884362355
Mauritius,MUS,1971,5049.695196787533
Mauritius,MUS,1972,5063.990326892815
Mauritius,MUS,1973,5105.818234798269
Mauritius,MUS,1974,5226.772671466744
Mauritius,MUS,1975,5219.0276905829605
Mauritius,MUS,1976,5350.040937356245
Mauritius,MUS,1977,5518.834681493721
Mauritius,MUS,1978,5539.57364710621
Mauritius,MUS,1979,5442.110480393475
Mauritius,MUS,1980,5190.430407053962
Mauritius,MUS,1981,5059.299452706988
Mauritius,MUS,1982,4821.819014408762
Mauritius,MUS,1983,4959.194052856626
Mauritius,MUS,1984,5022.867743309018
Mauritius,MUS,1985,5038.11908149507
Mauritius,MUS,1986,5707.279211560153
Mauritius,MUS,1987,5954.694879362835
Mauritius,MUS,1988,5977.442685712476
Mauritius,MUS,1989,6526.312244354394
Mauritius,MUS,1990,7319.713461311419
Mauritius,MUS,1991,7378.324640790228
Mauritius,MUS,1992,7650.0607501929535
Mauritius,MUS,1993,7894.926515481506
Mauritius,MUS,1994,7648.16463374088
Mauritius,MUS,1995,8106.156324919347
